name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_planet_date,temp_planet_mass,planet_radius,orbital_radius,orbital_period,eccentricity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
7 Canis Majoris b,65,1.85 Jupiters,3.92,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6987/7-canis-majoris-b/,Gas Giant,2011,1.85 Jupiters,1.2 x Jupiter,1.758 AU,2 years,0.06,70 Vir,b,70 vir b,Radial Velocity,0,1,116.688,0.0054,-0.0054,0,0.481,0.022,-0.022,0,0.3988,0.0019,-0.0019,0,,,,,7.416,0.057,-0.057,0,Msini,,,,,,,,,0,0,0,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,17.91,0.06,-0.06,0,17.91,0.06,-0.06,0,4.97,,0,V (Johnson),4.709,,0,5495,,,0,1.09,,,0,1.89,,,0,12/6/2018,Lick Observatory
7 Canis Majoris c,65,0.87 Jupiters,3.92,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7505/7-canis-majoris-c/,Gas Giant,2019,0.87 Jupiters,1.24 x Jupiter,2.153 AU,2.7 years,0.08,75 Cet,b,75 cet b,Radial Velocity,0,1,691.9,3.6,-3.6,0,2.1,,,0,0.117,0.048,-0.048,0,,,,,3,,,0,Msini,,,,,,,,,0,0,0,0,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,83.15,0.72,-0.72,0,83.15,0.72,-0.72,0,5.35,,0,V (Johnson),5.055,,0,4846,18,-18,0,2.49,0.02,-0.27,0,10.5,1,-1,0,9/3/2015,Okayama Astrophysical Observatory
81 Ceti b,331,5.3 Jupiters,5.65,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7012/81-ceti-b/,Gas Giant,2008,5.3 Jupiters,1.14 x Jupiter,2.5 AU,2.6 years,0.21,8 UMi,b,8 umi b,Radial Velocity,0,1,93.4,4.5,-4.5,0,0.49,0.02,-0.02,0,0.06,0.09,-0.09,0,,,,,1.31,0.16,-0.16,0,Msini,,,,,,,,,0,0,0,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,163.32,0.65,-0.65,0,163.32,0.65,-0.65,0,6.83,,0,V (Johnson),6.559,,0,4847,7,-7,0,1.44,0.19,-0.19,0,10.3,0.57,-0.57,0,9/6/2018,Bohyunsan Optical Astronomical Observatory
8 Ursae Minoris b,533,1.31 Jupiters,6.83,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7100/8-ursae-minoris-b/,Gas Giant,2015,1.31 Jupiters,1.22 x Jupiter,0.49 AU,93.4 days,0.06,81 Cet,b,81 cet b,Radial Velocity,0,1,952.7,8.8,-8.8,0,2.5,,,0,0.206,0.029,-0.029,0,,,,,5.3,,,0,Msini,,,,,,,,,0,0,0,0,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,101.53,1.22,-1.22,0,101.53,1.22,-1.22,0,5.65,,0,V (Johnson),5.349,,0,4785,25,-25,0,2.4,0.1,-0.4,0,11,2,-1,0,5/14/2014,Okayama Astrophysical Observatory
91 Aquarii b,144,3.2 Jupiters,4.25,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7013/91-aquarii-b/,Gas Giant,2013,3.2 Jupiters,1.17 x Jupiter,0.7 AU,181.4 days,0.03,91 Aqr,b,91 aqr b,Radial Velocity,0,1,181.4,0.1,-0.1,0,0.7,,,0,0.027,0.026,-0.026,0,,,,,3.2,,,0,Msini,,,,,,,,,0,0,0,0,23h15m53.50s,348.9729,-09d05m15.9s,-9.087737,44.08,0.51,-0.51,0,44.08,0.51,-0.51,0,4.25,,0,V (Johnson),3.863,,0,4665,18,-18,0,1.4,0.1,-0.1,0,11,0.1,-0.1,0,5/14/2014,Lick Observatory
AB Pictoris b,163,13.5 Jupiters,9.128,2005,https://exoplanets.nasa.gov/exoplanet-catalog/7014/ab-pictoris-b/,Gas Giant,2005,13.5 Jupiters,1.1 x Jupiter,260.0 AU,4421.7 years,0,AB Pic,b,ab pic b,Imaging,0,1,,,,,260,,,0,,,,,,,,,13.5,0.5,-0.5,0,Mass,,,,,,,,,0,0,0,0,06h19m12.91s,94.803802,-58d03m15.5s,-58.05431,50.12,0.07,-0.07,0,50.12,0.07,-0.07,0,9.128,0.019,0,V (Johnson),8.838,,0,,,,,,,,,,,,,5/14/2014,Paranal Observatory
Alpha Arietis b,66,1.8 Jupiters,2,2010,https://exoplanets.nasa.gov/exoplanet-catalog/7038/alpha-arietis-b/,Gas Giant,2010,1.8 Jupiters,1.2 x Jupiter,1.2 AU,380.8 days,0.25,alf Ari,b,alf ari b,Radial Velocity,0,1,380.8,0.3,-0.3,0,1.2,,,0,0.25,0.03,-0.03,0,,,,,1.8,0.2,-0.2,0,Msini,,,,,,,,,0,0,0,0,02h07m10.41s,31.793364,+23d27m44.7s,23.462423,20.21,0.4,-0.41,0,,,,,2,,0,V (Johnson),,,,4553,15,,0,1.5,0.2,,0,13.9,0.3,,0,1/31/2019,Bohyunsan Optical Astronomical Observatory
Alpha Tauri b,67,6.47 Jupiters,0.85,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7107/alpha-tauri-b/,Gas Giant,2015,6.47 Jupiters,1.13 x Jupiter,1.46 AU,1.7 years,0.1,alf Tau,b,alf tau b,Radial Velocity,0,1,628.96,0.9,-0.9,0,1.46,0.27,-0.27,0,0.1,0.05,-0.05,0,,,,,6.47,0.53,-0.53,0,Msini,,,,,,,,,0,0,0,0,04h35m55.24s,68.980164,+16d30m33.5s,16.509302,20.43,0.32,-0.32,0,,,,,0.85,,0,V (Johnson),,,,4055,70,-70,0,1.13,0.11,-0.11,0,45.1,0.1,-0.1,0,6/4/2015,Multiple Observatories
AU Microscopii b,32,0.18 Jupiters,8.81,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7635/au-microscopii-b/,Gas Giant,2020,0.18 Jupiters,0.375 x Jupiter,0.066 AU,8.5 days,0.1,AU Mic,b,au mic b,Transit,0,1,8.46321,0.00004,-0.00004,0,0.066,0.007,-0.006,0,0.1,0.17,-0.09,0,,,,0,0.18,,,1,Msini,0.375,0.018,-0.018,0,4.4,,,1,0,0,0,0,20h45m09.53s,311.289703,-31d20m27.2s,-31.340899,9.79,0.04,-0.04,0,9.72,0,0,0,8.81,,0,V (Johnson),7.84,,0,3700,100,-100,0,0.5,0.03,-0.03,0,0.75,0.03,-0.03,0,6/24/2020,Transiting Exoplanet Survey Satellite (TESS)
BD+03 2562 b,8540,6.4 Jupiters,9.58,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7176/bd03-2562-b/,Gas Giant,2017,6.4 Jupiters,1.13 x Jupiter,1.3 AU,481.9 days,0.2,BD+03 2562,b,bd+03 2562 b,Radial Velocity,0,1,481.9,2.7,-2.8,0,1.3,0.1,-0.1,0,0.2,0.12,-0.08,0,,,,,6.4,1.3,-1.3,0,Msini,,,,,,,,,0,0,0,0,11h50m15.55s,177.564804,+02d45m36.5s,2.760142,2618,564,-564,0,1106.93,66.8,-66.8,0,9.58,0.01,0,V (Johnson),8.998,,0,4095,20,-20,0,1.14,0.25,-0.25,0,32.35,8.82,-8.82,0,6/15/2017,Multiple Observatories
BD-06 1339 b,66,8.5 Earths,9.7,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7073/bd-06-1339-b/,Neptune-like,2013,8.5 Earths,0.254 x Jupiter,0.0428 AU,3.9 days,0,BD+14 4559,b,bd+14 4559 b,Radial Velocity,0,1,268.94,0.99,-0.99,0,0.78,0.05,-0.05,0,0.29,0.03,-0.03,0,,,,,1.04,0.47,-0.47,0,Msini,,,,,,,,,0,0,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,49.42,0.08,-0.08,0,49.42,0.08,-0.08,0,9.63,0.012,0,V (Johnson),9.351,,0,4864,101,-101,0,0.49,0.33,-0.33,0,0.86,0.04,-0.04,0,9/6/2018,McDonald Observatory
BD-06 1339 c,66,0.17 Jupiters,9.7,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7074/bd-06-1339-c/,Gas Giant,2013,0.17 Jupiters,0.747 x Jupiter,0.435 AU,125.9 days,0.31,BD+15 2375,b,bd+15 2375 b,Radial Velocity,0,1,153.22,0.44,-0.44,0,0.576,0.027,-0.027,0,0.001,0.25,-0.001,0,,,,,1.061,0.27,-0.27,0,Msini,,,,,,,,,0,0,0,0,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774,165,-165,0,785.38,45.98,-45.98,0,10.31,0.023,0,V (Johnson),9.992,,0,4649,30,-30,0,1.08,0.14,-0.14,0,8.95,1.45,-1.45,0,2/4/2016,Roque de los Muchachos Observatory
BD-08 2823 b,135,12.7132 Earths,9.88,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7071/bd-08-2823-b/,Neptune-like,2009,12.7132 Earths,0.322 x Jupiter,0.06 AU,5.6 days,0.15,BD+15 2940,b,bd+15 2940 b,Radial Velocity,0,1,137.48,0.34,-0.34,0,0.539,,,0,0.26,0.1,-0.1,0,,,,,1.11,,,0,Msini,,,,,,,,,0,0,0,0,16h00m22.94s,240.095566,+15d32m48.9s,15.54693,431.61,6.55,-6.55,0,431.61,6.55,-6.55,0,9.046,0.021,0,V (Johnson),8.718,,0,4796,117,-117,0,1.1,0.2,-0.2,0,14.7,2.8,-2.8,0,5/14/2014,McDonald Observatory
BD-08 2823 c,135,0.33 Jupiters,9.88,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7072/bd-08-2823-c/,Gas Giant,2009,0.33 Jupiters,1.11 x Jupiter,0.68 AU,237.6 days,0.19,BD+20 2457,b,bd+20 2457 b,Radial Velocity,0,2,379.63,2,-2,0,1.05,0.07,-0.07,0,0.15,0.03,-0.03,0,,,,,55.59,78.55,-78.55,0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0,9.75,,0,V (Johnson),9.227,,0,4259,64,-64,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,9/6/2018,McDonald Observatory
BD-10 3166 b,276,0.59 Jupiters,10.08,2000,https://exoplanets.nasa.gov/exoplanet-catalog/7070/bd-10-3166-b/,Gas Giant,2000,0.59 Jupiters,1.26 x Jupiter,0.04 AU,3.5 days,0.02,BD+20 2457,c,bd+20 2457 c,Radial Velocity,0,2,621.99,10.2,-10.2,0,2.01,,,0,0.18,0.06,-0.06,0,,,,,12.47,,,0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0,9.75,,0,V (Johnson),9.227,,0,4259,64,-64,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,5/14/2014,McDonald Observatory
BD-11 4672 b,89,0.65 Jupiters,9.99,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7069/bd-11-4672-b/,Gas Giant,2014,0.65 Jupiters,1.25 x Jupiter,2.36 AU,4.5 years,0.05,BD+20 274,b,bd+20 274 b,Radial Velocity,0,1,578.2,5.4,-5.4,0,1.3,,,0,0.21,0.06,-0.06,0,,,,,4.2,,,0,Msini,,,,,,,,,0,0,0,0,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,1383.85,86.64,-86.64,0,1383.85,86.64,-86.64,0,9.36,,0,V (Johnson),8.916,,0,4296,10,-10,0,0.8,0.2,-0.2,0,17.3,0.9,-0.9,0,9/18/2015,McDonald Observatory
BD-11 4672 c,89,15.37 Earths,9.99,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7664/bd-11-4672-c/,Neptune-like,2020,15.37 Earths,0.36 x Jupiter,0.3 AU,74.2 days,0.4,BD+20 594,b,bd+20 594 b,Transit,0,1,41.6855,0.003,-0.003,0,,,,,0,,,0,89.55,0.16,-0.16,0,0.07,0.03,-0.03,0,Mass,0.23,0.01,-0.01,0,,,,,0,0,1,1,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,180.39,1.25,-1.25,0,180.39,1.25,-1.25,0,11.038,0.047,0,V (Johnson),10.864,,0,5766,99,-99,0,1.67,0.4,-0.4,0,1.08,0.06,-0.06,0,4/26/2018,K2
BD-13 2130 b,3095,9.78 Jupiters,9.45,2007,https://exoplanets.nasa.gov/exoplanet-catalog/7068/bd-13-2130-b/,Gas Giant,2007,9.78 Jupiters,1.11 x Jupiter,1.66 AU,2 years,0.21,BD+48 738,b,bd+48 738 b,Radial Velocity,0,1,392.6,5.5,-5.5,0,1,,,0,0.2,0.1,-0.1,0,,,,,0.91,,,0,Msini,,,,,,,,,0,0,0,0,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,892.17,44.78,-44.78,0,892.17,44.78,-44.78,0,9.14,,0,V (Johnson),8.656,,0,4414,15,-15,0,0.74,0.39,-0.39,0,11,1,-1,0,8/13/2015,McDonald Observatory
BD+14 4559 b,161,1.04 Jupiters,9.63,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7075/bd14-4559-b/,Gas Giant,2009,1.04 Jupiters,1.23 x Jupiter,0.78 AU,268.9 days,0.29,BD+48 740,b,bd+48 740 b,Radial Velocity,0,1,733,5,-8,0,1.7,0.1,-0.1,0,0.76,0.05,-0.09,0,,,,,1.7,0.7,-0.7,0,Msini,,,,,,,,,0,0,0,0,02h42m58.22s,40.742569,+48d55m48.2s,48.930061,678.94,22.15,-22.15,0,678.94,22.15,-22.15,0,8.699,0.015,0,V (Johnson),8.264,,0,4534,8,-8,0,1.09,0.16,-0.16,0,10.33,1.81,-1.81,0,2/1/2018,Multiple Observatories
BD+15 2375 b,2525,1.061 Jupiters,10.31,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7025/bd15-2375-b/,Gas Giant,2016,1.061 Jupiters,1.23 x Jupiter,0.576 AU,153.2 days,0,BD+49 828,b,bd+49 828 b,Radial Velocity,0,1,2590,300,-180,0,4.2,0.32,-0.2,0,0.35,0.24,-0.1,0,,,,,1.6,0.4,-0.2,0,Msini,,,,,,,,,0,0,0,0,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,447.59,7.79,-7.79,0,447.59,7.79,-7.79,0,9.38,0.02,0,V (Johnson),9.029,,0,4943,30,-30,0,1.52,0.22,-0.22,0,7.6,1.3,-1.3,0,2/5/2015,McDonald Observatory
BD+15 2940 b,1408,1.11 Jupiters,9.046,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7076/bd15-2940-b/,Gas Giant,2013,1.11 Jupiters,1.23 x Jupiter,0.539 AU,137.5 days,0.26,BD-06 1339,b,bd-06 1339 b,Radial Velocity,0,2,3.8728,0.0004,-0.0004,0,0.0428,0.0007,-0.0007,0,0,,,0,,,,,0.027,0.004,-0.004,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,20.28,0.02,-0.02,0,9.7,0.009,0,V (Johnson),9.107,,0,4324,100,-100,0,0.7,,,0,,,,,5/14/2014,La Silla Observatory
BD-17 63 b,113,5.1 Jupiters,9.566,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7067/bd-17-63-b/,Gas Giant,2008,5.1 Jupiters,1.15 x Jupiter,1.34 AU,1.8 years,0.54,BD-06 1339,c,bd-06 1339 c,Radial Velocity,0,2,125.94,0.44,-0.44,0,0.435,0.007,-0.007,0,0.31,0.11,-0.11,0,,,,,0.17,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,20.28,0.02,-0.02,0,9.7,0.009,0,V (Johnson),9.107,,0,4324,100,-100,0,0.7,,,0,,,,,5/14/2014,La Silla Observatory
BD+20 2457 b,5450,55.59 Jupiters,9.75,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7078/bd20-2457-b/,Gas Giant,2009,55.59 Jupiters,1.03 x Jupiter,1.05 AU,379.6 days,0.15,BD-08 2823,b,bd-08 2823 b,Radial Velocity,0,2,5.6,0.02,-0.02,0,0.06,0,0,0,0.15,0.15,-0.15,0,,,,,0.04,0.01,-0.01,0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,9.88,0.043,0,V (Johnson),9.503,,0,4816,114,-114,0,0.5,0.26,-0.26,0,0.71,0.04,-0.04,0,9/6/2018,La Silla Observatory
BD+20 2457 c,5450,12.47 Jupiters,9.75,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7079/bd20-2457-c/,Gas Giant,2009,12.47 Jupiters,1.1 x Jupiter,2.01 AU,1.7 years,0.18,BD-08 2823,c,bd-08 2823 c,Radial Velocity,0,2,237.6,1.5,-1.5,0,0.68,0.02,-0.02,0,0.19,0.09,-0.09,0,,,,,0.33,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,9.88,0.043,0,V (Johnson),9.503,,0,4816,114,-114,0,0.5,0.26,-0.26,0,0.71,0.04,-0.04,0,5/14/2014,La Silla Observatory
BD+20 274 b,4514,4.2 Jupiters,9.36,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7077/bd20-274-b/,Gas Giant,2012,4.2 Jupiters,1.16 x Jupiter,1.3 AU,1.6 years,0.21,BD-10 3166,b,bd-10 3166 b,Radial Velocity,0,1,3.48777,0.00011,-0.00011,0,0.04,0,0,0,0.02,0.02,-0.02,0,,,,,0.59,0.07,-0.07,0,Msini,,,,,,,,,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,84.61,0.35,-0.35,0,84.61,0.35,-0.35,0,10.08,,0,V (Johnson),9.84,,0,5393,44,-44,0,1.47,0.24,-0.24,0,0.91,0.04,-0.04,0,9/6/2018,W. M. Keck Observatory
BD+20 594 b,588,22.2481 Earths,11.038,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7166/bd20-594-b/,Neptune-like,2016,22.2481 Earths,0.23 x Jupiter,0.241 AU,41.7 days,0,BD-11 4672,b,bd-11 4672 b,Radial Velocity,0,2,1634,13,-14,0,2.36,0.04,-0.04,0,0.05,0.05,-0.03,0,,,,0,0.65,0.05,-0.06,0,Msini,,,,0,,,,0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0,27.19,0.03,-0.03,0,9.99,,0,V (Johnson),9.485,,0,4550,110,-110,0,0.65,0.03,-0.03,0,0.64,0.02,-0.02,0,7/23/2020,La Silla Observatory
BD+48 738 b,2910,0.91 Jupiters,9.14,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6565/bd48-738-b/,Gas Giant,2011,0.91 Jupiters,1.24 x Jupiter,1.0 AU,392.6 days,0.2,BD-11 4672,c,bd-11 4672 c,Radial Velocity,0,2,74.2,0.06,-0.08,0,0.3,0.01,-0.01,0,0.4,0.13,-0.15,0,,,,0,0.04836,0.00934,-0.00884,0,Msini,,,,0,,,,0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0,27.19,0.03,-0.03,0,9.99,,0,V (Johnson),9.485,,0,4550,110,-110,0,0.65,0.03,-0.03,0,0.64,0.02,-0.02,0,7/23/2020,Roque de los Muchachos Observatory
BD+48 740 b,2215,1.7 Jupiters,8.699,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7198/bd48-740-b/,Gas Giant,2018,1.7 Jupiters,1.2 x Jupiter,1.7 AU,2 years,0.76,BD-13 2130,b,bd-13 2130 b,Radial Velocity,0,1,714.29999,5.3,-5.3,0,1.66,0.12,-0.12,0,0.21,0.07,-0.07,0,,,,,9.78,4.56,-4.56,0,Msini,,,,,,,,,0,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,948.75,42.93,-42.93,0,948.75,42.93,-42.93,0,9.45,,0,V (Johnson),9.7,,0,4545,71,-71,0,2.12,1.47,-1.47,0,19.17,4.96,-4.96,0,9/6/2018,La Silla Observatory
BD+49 828 b,1460,1.6 Jupiters,9.38,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6566/bd49-828-b/,Gas Giant,2015,1.6 Jupiters,1.21 x Jupiter,4.2 AU,7.1 years,0.35,BD-17 63,b,bd-17 63 b,Radial Velocity,0,1,655.6,0.6,-0.6,0,1.34,0.02,-0.02,0,0.54,0.005,-0.005,0,,,,,5.1,0.12,-0.12,0,Msini,,,,,,,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,34.49,0.09,-0.09,0,34.49,0.09,-0.09,0,9.566,0.024,0,V (Johnson),9.201,,0,4714,93,-93,0,0.74,0.03,-0.03,0,0.69,,,0,5/14/2014,La Silla Observatory
Beta Cancri b,295,7.8 Jupiters,3.53,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7039/beta-cancri-b/,Gas Giant,2014,7.8 Jupiters,1.12 x Jupiter,1.7 AU,1.7 years,0.08,bet Cnc,b,bet cnc b,Radial Velocity,0,1,605.2,4,-4,0,1.7,0.1,-0.1,0,0.08,0.02,-0.02,0,,,,,7.8,0.8,-0.8,0,Msini,,,,,,,,,0,0,0,0,08h16m30.92s,124.128838,+09d11m08.0s,9.185545,90.54,5.38,-5.38,0,90.54,5.38,-5.38,0,3.53,,0,V (Johnson),2.927,,0,4092.1,17.5,-17.5,0,1.7,0.1,-0.1,0,47.2,1.3,-1.3,0,5/14/2014,Bohyunsan Optical Astronomical Observatory
Beta Pictoris b,64,11 Jupiters,3.85,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7040/beta-pictoris-b/,Gas Giant,2008,11 Jupiters,1.65 x Jupiter,9.1 AU,21 years,0.08,bet Pic,b,bet pic b,Imaging,0,2,7665,7300,-730,0,9.1,5.3,-0.5,0,0.08,0.32,-0.06,0,88.9,0.7,-0.7,0,,,,,,,,,,,,,,0,0,0,2,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.75,0.13,-0.13,0,19.75,0.13,-0.13,0,3.85,,0,V (Johnson),3.725,,0,,,,,1.76,0.18,-0.17,0,,,,,8/13/2015,Paranal Observatory
Beta Pictoris c,64,9 Jupiters,3.85,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7461/beta-pictoris-c/,Gas Giant,2019,9 Jupiters,1.12 x Jupiter,2.7 AU,3.3 years,0.24,bet Pic,c,bet pic c,Radial Velocity,0,2,1200,,,0,2.7,,,0,0.24,,,0,90,,,0,9,,,0,Mass,,,,,,,,,0,0,0,0,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.75,0.13,-0.13,0,19.75,0.13,-0.13,0,3.85,,0,V (Johnson),3.725,,0,,,,,1.76,0.18,-0.17,0,,,,,8/29/2019,La Silla Observatory
Beta Ursae Minoris b,127,6.1 Jupiters,2.08,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7041/beta-ursae-minoris-b/,Gas Giant,2014,6.1 Jupiters,1.14 x Jupiter,1.4 AU,1.4 years,0.19,bet UMi,b,bet umi b,Radial Velocity,0,1,522.3,2.7,-2.7,0,1.4,0.1,-0.1,0,0.19,0.02,-0.02,0,,,,,6.1,1,-1,0,Msini,,,,,,,,,0,0,0,0,14h50m42.33s,222.676361,+74d09m19.8s,74.155502,38.78,0.77,-0.8,0,,,,,2.08,,0,V (Johnson),,,,4126,25,-25,0,1.4,0.2,-0.2,0,38.3,1.1,-1.1,0,5/14/2014,Bohyunsan Optical Astronomical Observatory
CFBDSIR J145829+101343 b,75,10.5 Jupiters,,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6567/cfbdsir-j145829101343-b/,Gas Giant,2011,10.5 Jupiters,1.11 x Jupiter,2.6 AU,27.5 years,0,CFBDSIR J145829+101343,b,cfbdsir j145829+101343 b,Imaging,0,1,10037.5,2737.5,-2737.5,0,2.6,0.3,-0.3,0,,,,,,,,,10.5,4.5,-4.5,0,Mass,,,,,,,,,0,0,0,1,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.1,2.4,-2.4,0,,,,,,,,,,,,580.5,24.5,-24.5,0,0.02,0.01,-0.01,0,,,,,5/14/2014,W. M. Keck Observatory
CHXR 73 b,623,12.569 Jupiters,17.293,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6568/chxr-73-b/,Gas Giant,2006,12.569 Jupiters,1.1 x Jupiter,210.0 AU,5146.9 years,0,CHXR 73,b,chxr 73 b,Imaging,0,1,,,,,210,,,0,,,,,,,,,12.569,8.379,-5.237,0,Mass,,,,,,,,,0,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,191.05,6.42,-6.42,0,191.05,6.42,-6.42,0,,,,,17.293,,0,,,,,0.35,,,0,,,,,5/14/2014,Hubble Space Telescope
CI Tauri b,515,11.6 Jupiters,12.939,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7422/ci-tauri-b/,Gas Giant,2019,11.6 Jupiters,1.11 x Jupiter,Unknown,9 days,0.25,CI Tau,b,ci tau b,Radial Velocity,0,1,8.9891,0.0202,-0.0202,0,,,,,0.25,0.16,-0.16,0,50.5,6.3,-8.5,0,11.6,2.9,-2.7,0,Mass,,,,,,,,,0,0,0,0,04h33m52.01s,68.466728,+22d50m30.1s,22.841696,158,1.2,-1.2,0,158.71,1.19,-1.19,0,12.939,0.031,0,V (Johnson),12.145,,0,,,,,0.9,0.02,-0.02,0,,,,,6/27/2019,Multiple Observatories
CoRoT-10 b,1125,2.75 Jupiters,15.22,2010,https://exoplanets.nasa.gov/exoplanet-catalog/1327/corot-10-b/,Gas Giant,2010,2.75 Jupiters,0.97 x Jupiter,0.1055 AU,13.2 days,0.53,CoRoT-1,b,corot-1 b,Transit,0,1,1.5089557,0.0000064,-0.0000064,0,,,,,0,,,0,85.1,0.5,-0.5,0,1.03,0.12,-0.12,0,Mass,1.49,0.08,-0.08,0,0.38,0.05,-0.05,0,0,0,0,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,24.33,-24.33,0,805.31,24.33,-24.33,0,13.6,,0,V (Johnson),13.457,,0,5950,150,-150,0,0.95,0.15,-0.15,0,1.11,0.05,-0.05,0,5/14/2014,CoRoT
